Day,Period,Class,Subject,Absent_Faculty,Substitute_Faculty,Was_Free_That_Period,Substitution_Success
Monday,4,10B,Biology,Mr. Roy,Ms. Banerjee,1,0
Monday,2,11B,Physics,Ms. Sinha,Mr. Roy,0,0
Tuesday,1,12A,Chemistry,Mr. Ghosh,Mr. Das,1,1
Thursday,7,10B,Physics,Ms. Dutta,Ms. Sinha,0,0
Tuesday,1,12B,Math,Mr. Roy,Mr. Das,0,0
Monday,5,12B,Chemistry,Mr. Das,Mr. Ghosh,0,1
Thursday,4,10A,History,Ms. Sinha,Ms. Dutta,1,1
Friday,4,11B,Biology,Mr. Ghosh,Mr. Roy,0,0
Friday,4,10B,Math,Ms. Sinha,Ms. Banerjee,0,0
Tuesday,1,12B,History,Mr. Roy,Ms. Dutta,1,1
Wednesday,2,12A,Chemistry,Ms. Banerjee,Ms. Sinha,0,0
Tuesday,5,12B,Math,Ms. Sinha,Mr. Roy,1,1
Thursday,3,11A,Physics,Mr. Das,Ms. Sinha,1,1
Monday,8,12B,Chemistry,Mr. Das,Ms. Sinha,1,1
Thursday,5,10B,History,Ms. Sinha,Ms. Dutta,0,0
Friday,7,12A,Chemistry,Ms. Sinha,Mr. Das,0,1
Monday,4,11B,Physics,Mr. Roy,Mr. Das,1,1
Wednesday,8,12B,History,Mr. Roy,Mr. Ghosh,1,1
Wednesday,7,12A,Physics,Mr. Das,Mr. Ghosh,1,1
Friday,3,10B,Biology,Mr. Roy,Ms. Dutta,1,1
Wednesday,3,12A,Biology,Mr. Das,Ms. Dutta,1,1
Monday,3,11A,English,Mr. Ghosh,Ms. Banerjee,1,1
Thursday,4,10B,English,Mr. Roy,Mr. Das,0,0
Wednesday,2,12A,English,Mr. Ghosh,Ms. Sinha,1,0
Thursday,7,11A,Chemistry,Ms. Dutta,Mr. Das,1,1
Tuesday,2,10B,Chemistry,Ms. Sinha,Mr. Roy,1,1
Monday,7,10A,History,Ms. Dutta,Mr. Das,0,0
Tuesday,4,10B,Math,Mr. Das,Ms. Banerjee,0,0
Thursday,7,11A,History,Ms. Dutta,Ms. Banerjee,0,1
Monday,6,10B,Physics,Ms. Sinha,Ms. Banerjee,1,1
Tuesday,3,11A,Biology,Ms. Sinha,Ms. Dutta,0,0
Wednesday,2,11A,Chemistry,Mr. Ghosh,Ms. Banerjee,0,0
Thursday,7,11B,Physics,Mr. Ghosh,Mr. Roy,1,1
Monday,6,11B,Biology,Ms. Dutta,Ms. Banerjee,0,1
Thursday,2,11A,Biology,Ms. Dutta,Mr. Roy,1,1
Monday,4,10A,Biology,Mr. Das,Ms. Dutta,1,1
Wednesday,1,11B,Math,Mr. Ghosh,Mr. Roy,1,1
Thursday,7,10B,Chemistry,Mr. Ghosh,Ms. Dutta,1,1
Wednesday,8,11B,Biology,Mr. Das,Ms. Sinha,0,0
Tuesday,5,12A,Chemistry,Ms. Banerjee,Mr. Ghosh,1,1
Monday,2,10A,English,Ms. Banerjee,Ms. Sinha,1,1
Tuesday,4,10B,Physics,Ms. Dutta,Mr. Das,1,1
Friday,3,12A,Physics,Mr. Das,Mr. Roy,1,1
Wednesday,7,10B,Physics,Ms. Sinha,Mr. Das,0,1
Wednesday,5,12B,History,Mr. Das,Ms. Banerjee,0,0
Tuesday,1,11A,Chemistry,Ms. Banerjee,Ms. Sinha,0,0
Wednesday,2,12A,Biology,Ms. Banerjee,Mr. Das,1,1
Tuesday,6,11B,History,Mr. Ghosh,Ms. Dutta,0,0
Thursday,7,11A,English,Ms. Sinha,Mr. Ghosh,0,1
Thursday,5,11B,Physics,Mr. Das,Ms. Sinha,1,1
Monday,5,12B,Math,Mr. Roy,Ms. Sinha,1,0
Wednesday,5,10B,Chemistry,Mr. Das,Ms. Banerjee,1,0
Tuesday,3,10A,Math,Mr. Das,Mr. Roy,1,1
Friday,3,10A,Physics,Ms. Sinha,Ms. Banerjee,0,1
Tuesday,8,12A,Physics,Ms. Banerjee,Mr. Roy,1,1
Tuesday,8,12A,Math,Mr. Ghosh,Ms. Sinha,1,1
Monday,5,10B,Biology,Mr. Roy,Ms. Banerjee,0,1
Thursday,1,11B,Physics,Mr. Das,Ms. Banerjee,1,1
Thursday,4,10A,English,Mr. Roy,Mr. Das,1,1
Thursday,5,11B,Chemistry,Mr. Roy,Ms. Dutta,1,1
Wednesday,5,12B,Physics,Mr. Das,Ms. Sinha,1,1
Thursday,7,12B,History,Mr. Roy,Mr. Ghosh,0,1
Wednesday,8,10A,Biology,Mr. Ghosh,Ms. Dutta,1,1
Friday,7,10A,Physics,Mr. Ghosh,Ms. Dutta,1,1
Monday,3,12B,English,Mr. Ghosh,Ms. Dutta,0,0
Wednesday,1,10B,Chemistry,Mr. Ghosh,Mr. Roy,0,1
Tuesday,2,10B,Math,Ms. Sinha,Mr. Ghosh,1,1
Friday,4,10B,Math,Mr. Ghosh,Ms. Banerjee,0,0
Tuesday,8,10A,History,Ms. Sinha,Mr. Roy,0,1
Tuesday,1,11B,Biology,Mr. Roy,Mr. Ghosh,0,0
Tuesday,7,10A,Biology,Mr. Das,Mr. Ghosh,0,1
Monday,5,10B,Chemistry,Mr. Das,Mr. Roy,1,1
Monday,1,11A,Math,Mr. Roy,Mr. Ghosh,1,1
Tuesday,7,12B,English,Mr. Roy,Ms. Sinha,0,0
Tuesday,2,10A,Chemistry,Mr. Das,Ms. Banerjee,0,1
Thursday,6,10A,Biology,Ms. Sinha,Mr. Ghosh,0,1
Tuesday,2,11B,English,Ms. Banerjee,Ms. Dutta,0,0
Friday,5,12A,Chemistry,Ms. Sinha,Mr. Das,1,1
Tuesday,4,12A,Physics,Ms. Banerjee,Ms. Sinha,0,0
Monday,1,12B,History,Mr. Ghosh,Ms. Dutta,0,1
Friday,5,12B,English,Mr. Roy,Ms. Dutta,0,0
Thursday,8,12B,History,Mr. Roy,Mr. Das,1,0
Wednesday,4,10A,Physics,Ms. Dutta,Mr. Roy,0,1
Tuesday,5,10B,English,Ms. Dutta,Ms. Banerjee,0,0
Wednesday,2,12B,English,Mr. Ghosh,Ms. Banerjee,1,1
Monday,6,10A,English,Ms. Sinha,Mr. Roy,1,0
Monday,7,10B,English,Mr. Ghosh,Ms. Dutta,1,1
Thursday,8,10B,Physics,Ms. Sinha,Mr. Roy,1,1
Thursday,2,12B,Math,Ms. Dutta,Mr. Ghosh,0,1
Thursday,6,11B,Chemistry,Mr. Roy,Mr. Das,1,1
Monday,2,11A,Chemistry,Ms. Sinha,Ms. Dutta,1,1
Thursday,5,10B,Math,Ms. Dutta,Ms. Banerjee,1,1
Wednesday,8,12A,English,Mr. Ghosh,Ms. Sinha,1,1
Monday,6,12B,History,Ms. Dutta,Mr. Das,1,1
Thursday,5,11A,History,Mr. Ghosh,Ms. Banerjee,0,1
Wednesday,2,11B,Biology,Mr. Roy,Ms. Dutta,1,1
Wednesday,7,12B,Biology,Ms. Banerjee,Mr. Roy,0,0
Tuesday,5,12B,Biology,Mr. Roy,Ms. Sinha,1,1
Friday,4,11B,Math,Mr. Das,Mr. Ghosh,1,1
Friday,2,11A,Chemistry,Ms. Sinha,Ms. Banerjee,0,0
Wednesday,5,11B,Chemistry,Ms. Banerjee,Mr. Roy,0,0
Friday,4,10A,English,Ms. Banerjee,Ms. Sinha,1,1
Wednesday,3,12B,Chemistry,Ms. Sinha,Mr. Roy,1,1
Wednesday,1,12A,Chemistry,Mr. Roy,Ms. Sinha,1,1
Monday,8,12B,Math,Ms. Banerjee,Mr. Das,1,1
Tuesday,5,10B,Biology,Ms. Sinha,Mr. Ghosh,0,0
Tuesday,4,12A,Chemistry,Ms. Sinha,Mr. Ghosh,1,1
Thursday,7,12B,Physics,Ms. Sinha,Mr. Das,0,0
Thursday,8,10B,Chemistry,Ms. Dutta,Mr. Roy,0,0
Monday,7,11B,Chemistry,Ms. Sinha,Mr. Das,0,0
Thursday,4,11A,Physics,Mr. Ghosh,Ms. Dutta,1,0
Tuesday,7,11A,Math,Ms. Banerjee,Ms. Sinha,1,1
Friday,8,10A,Chemistry,Mr. Roy,Ms. Banerjee,0,1
Friday,7,10B,Physics,Mr. Ghosh,Ms. Banerjee,1,0
Friday,8,12B,Physics,Mr. Roy,Mr. Das,0,1
Wednesday,2,12B,Biology,Ms. Dutta,Mr. Ghosh,0,0
Thursday,8,10B,Chemistry,Mr. Ghosh,Mr. Roy,0,0
Thursday,8,11A,Biology,Mr. Ghosh,Ms. Sinha,0,1
Tuesday,5,12A,Biology,Ms. Sinha,Mr. Ghosh,0,0
Wednesday,2,11A,History,Ms. Banerjee,Mr. Das,1,1
Monday,6,11B,Math,Ms. Sinha,Ms. Banerjee,1,1
Wednesday,7,10A,Biology,Ms. Sinha,Mr. Ghosh,1,1
Wednesday,6,11B,Biology,Mr. Roy,Mr. Ghosh,1,0
Wednesday,8,12A,Biology,Mr. Roy,Mr. Ghosh,0,1
Friday,1,11B,English,Ms. Dutta,Mr. Ghosh,1,1
Thursday,1,10B,Chemistry,Ms. Dutta,Ms. Sinha,0,1
Friday,6,11B,History,Mr. Ghosh,Ms. Sinha,1,1
Tuesday,4,11B,History,Mr. Ghosh,Mr. Das,0,0
Monday,2,10B,English,Mr. Ghosh,Ms. Banerjee,1,1
Thursday,5,12A,Biology,Mr. Ghosh,Mr. Roy,1,1
Monday,6,12A,Biology,Mr. Ghosh,Ms. Banerjee,1,1
Thursday,1,11A,Math,Ms. Sinha,Ms. Dutta,0,0
Tuesday,1,10A,English,Ms. Banerjee,Ms. Sinha,1,1
Monday,4,12B,Biology,Mr. Roy,Ms. Sinha,0,1
Wednesday,4,11A,Physics,Ms. Banerjee,Ms. Dutta,0,0
Friday,4,11B,History,Mr. Roy,Ms. Banerjee,0,1
Tuesday,3,11A,Physics,Mr. Das,Mr. Ghosh,1,1
Tuesday,8,12A,Chemistry,Ms. Sinha,Ms. Banerjee,0,0
Friday,7,12B,Biology,Ms. Dutta,Ms. Sinha,0,1
Thursday,6,12A,English,Ms. Sinha,Mr. Roy,0,0
Tuesday,8,10B,Math,Ms. Dutta,Ms. Banerjee,1,1
Friday,8,11B,Biology,Ms. Dutta,Mr. Ghosh,0,0
Tuesday,4,11A,Chemistry,Mr. Ghosh,Ms. Banerjee,1,0
Monday,2,12B,Math,Mr. Ghosh,Mr. Das,1,0
Monday,1,12B,Biology,Ms. Dutta,Mr. Roy,0,0
Tuesday,8,10B,History,Mr. Roy,Ms. Dutta,1,1
Tuesday,6,12B,Chemistry,Mr. Das,Ms. Banerjee,1,1
Friday,6,11B,English,Ms. Sinha,Ms. Banerjee,1,1
Friday,1,11B,History,Mr. Roy,Mr. Ghosh,1,0
Monday,4,10A,English,Ms. Banerjee,Mr. Das,0,1
Wednesday,3,10A,Chemistry,Ms. Banerjee,Mr. Ghosh,0,0
Friday,6,11B,History,Ms. Banerjee,Ms. Dutta,0,0
Wednesday,3,12A,Biology,Ms. Banerjee,Ms. Dutta,0,1
Monday,3,12B,Physics,Mr. Ghosh,Ms. Banerjee,0,0
Tuesday,6,12B,Math,Ms. Dutta,Mr. Roy,1,1
Friday,8,12A,Math,Mr. Roy,Mr. Ghosh,0,1
Friday,6,11B,Math,Ms. Sinha,Ms. Dutta,1,0
Tuesday,6,12A,History,Ms. Sinha,Mr. Das,0,0
Tuesday,5,11A,Chemistry,Mr. Das,Ms. Sinha,1,1
Monday,6,11B,History,Mr. Ghosh,Ms. Dutta,1,0
Monday,1,11A,Physics,Ms. Sinha,Ms. Dutta,0,1
Friday,4,11A,Physics,Mr. Ghosh,Mr. Roy,1,1
Wednesday,7,11A,Physics,Mr. Das,Ms. Sinha,0,1
Wednesday,6,10B,English,Ms. Banerjee,Mr. Ghosh,1,1
Wednesday,6,12A,Math,Mr. Roy,Mr. Das,1,1
Tuesday,6,10A,Physics,Mr. Ghosh,Ms. Dutta,0,0
Wednesday,5,11A,English,Ms. Dutta,Ms. Banerjee,0,1
Tuesday,7,11B,English,Ms. Sinha,Mr. Das,1,1
Thursday,6,11A,Biology,Mr. Das,Ms. Banerjee,0,1
Tuesday,7,12B,History,Ms. Sinha,Mr. Das,1,1
Friday,5,11B,Math,Ms. Dutta,Mr. Das,1,1
Friday,1,12A,Chemistry,Mr. Ghosh,Ms. Dutta,0,0
Wednesday,3,12A,History,Mr. Roy,Ms. Banerjee,0,1
Tuesday,7,10B,English,Ms. Dutta,Mr. Das,0,0
Tuesday,6,12B,Physics,Ms. Dutta,Ms. Banerjee,1,1
Monday,8,10A,Chemistry,Ms. Sinha,Mr. Roy,0,0
Friday,4,12B,History,Mr. Ghosh,Ms. Dutta,0,0
Friday,4,11A,Chemistry,Ms. Banerjee,Mr. Ghosh,0,0
Thursday,4,11B,Physics,Mr. Roy,Mr. Das,1,1
Wednesday,3,10A,Chemistry,Ms. Dutta,Mr. Das,0,0
Wednesday,6,10B,Physics,Ms. Sinha,Mr. Ghosh,0,1
Friday,8,10A,Physics,Mr. Roy,Ms. Banerjee,0,0
Friday,4,10B,Biology,Ms. Banerjee,Ms. Dutta,0,1
Wednesday,3,11A,Biology,Mr. Ghosh,Mr. Roy,1,0
Wednesday,4,12B,English,Ms. Dutta,Ms. Sinha,1,0
Friday,2,11B,English,Mr. Roy,Mr. Ghosh,0,0
Monday,5,11A,English,Ms. Banerjee,Mr. Ghosh,0,1
Thursday,8,11B,Chemistry,Mr. Roy,Ms. Dutta,1,1
Friday,8,12A,Physics,Mr. Roy,Ms. Banerjee,1,0
Wednesday,8,11B,English,Ms. Sinha,Ms. Banerjee,0,1
Wednesday,4,10B,Math,Ms. Dutta,Mr. Das,1,1
Friday,8,10B,Math,Mr. Ghosh,Mr. Das,0,1
Friday,8,12B,History,Mr. Das,Ms. Banerjee,1,1
Tuesday,6,10A,Chemistry,Mr. Ghosh,Mr. Das,1,0
Wednesday,1,10B,Biology,Mr. Roy,Mr. Das,0,1
Tuesday,3,10B,English,Mr. Das,Ms. Banerjee,1,0
Friday,3,12A,Chemistry,Ms. Dutta,Mr. Das,1,1
Monday,2,12B,Physics,Ms. Sinha,Mr. Roy,0,0
Tuesday,2,11B,English,Ms. Sinha,Mr. Das,1,1
Wednesday,6,11A,Math,Mr. Roy,Mr. Ghosh,0,1
Monday,3,12A,Physics,Mr. Das,Mr. Roy,1,1
Thursday,5,12B,Biology,Mr. Das,Ms. Dutta,0,0
Tuesday,6,12A,Biology,Mr. Roy,Ms. Sinha,0,1
Friday,6,11A,History,Mr. Das,Ms. Banerjee,0,1
Friday,5,12A,Biology,Mr. Roy,Mr. Das,1,1
Tuesday,3,11B,Chemistry,Ms. Sinha,Ms. Banerjee,0,0
Friday,6,11A,English,Ms. Sinha,Mr. Das,0,0
Monday,3,11B,Physics,Mr. Das,Mr. Ghosh,0,0
Thursday,8,10A,History,Ms. Sinha,Mr. Roy,1,1
Monday,5,10A,Biology,Mr. Ghosh,Ms. Sinha,1,0
Wednesday,8,12A,English,Ms. Sinha,Mr. Das,1,1
Tuesday,5,10A,Biology,Ms. Dutta,Mr. Ghosh,1,1
Tuesday,2,11A,English,Ms. Dutta,Ms. Banerjee,0,1
Friday,1,11A,Math,Mr. Ghosh,Mr. Das,1,0
Wednesday,2,12B,Biology,Mr. Das,Mr. Ghosh,0,0
Thursday,7,10A,Physics,Ms. Dutta,Mr. Roy,0,0
Wednesday,1,10A,History,Mr. Das,Ms. Dutta,1,1
Thursday,2,11B,Chemistry,Mr. Das,Ms. Dutta,1,1
Monday,8,12A,Math,Mr. Roy,Mr. Das,1,1
Wednesday,5,10B,Physics,Ms. Banerjee,Ms. Dutta,1,1
Friday,3,11A,Physics,Mr. Ghosh,Mr. Roy,1,1
Friday,3,12A,English,Ms. Sinha,Ms. Banerjee,1,1
Tuesday,1,10B,English,Mr. Ghosh,Mr. Roy,1,1
Thursday,4,10A,Physics,Mr. Roy,Ms. Banerjee,1,1
Monday,1,11A,Biology,Mr. Roy,Ms. Dutta,1,1
Thursday,7,10A,History,Mr. Roy,Mr. Ghosh,1,1
Tuesday,1,11A,English,Ms. Sinha,Ms. Banerjee,0,0
Friday,3,10B,History,Mr. Das,Mr. Roy,0,1
Thursday,8,12A,Physics,Mr. Roy,Mr. Das,0,1
Wednesday,1,10A,Chemistry,Mr. Ghosh,Ms. Sinha,0,0
Thursday,8,12A,Physics,Ms. Sinha,Mr. Das,1,1
Wednesday,6,10A,English,Mr. Das,Mr. Roy,0,0
Thursday,3,12B,History,Mr. Ghosh,Ms. Banerjee,0,0
Wednesday,8,12B,History,Ms. Dutta,Mr. Ghosh,0,0
Monday,5,12A,Chemistry,Ms. Banerjee,Mr. Roy,0,1
Wednesday,4,10A,Biology,Ms. Banerjee,Mr. Roy,0,0
Thursday,7,11A,English,Ms. Sinha,Ms. Dutta,0,1
Monday,6,12B,Chemistry,Mr. Das,Mr. Ghosh,1,1
Wednesday,7,11A,Physics,Ms. Banerjee,Ms. Dutta,1,1
Thursday,3,11B,Chemistry,Mr. Ghosh,Ms. Banerjee,1,1
Wednesday,8,12A,Physics,Ms. Banerjee,Ms. Sinha,0,0
Wednesday,6,11A,Biology,Mr. Roy,Mr. Das,1,1
Wednesday,4,10B,Math,Ms. Banerjee,Ms. Sinha,1,0
Tuesday,2,11B,Math,Mr. Ghosh,Mr. Roy,1,0
Wednesday,7,12A,Math,Ms. Banerjee,Mr. Roy,1,1
Monday,2,12A,English,Ms. Sinha,Mr. Ghosh,0,1
Thursday,7,12A,Chemistry,Mr. Ghosh,Mr. Das,1,1
Tuesday,8,10B,Math,Mr. Das,Ms. Banerjee,0,0
Friday,8,10B,History,Ms. Banerjee,Mr. Das,1,1
Wednesday,4,11A,Physics,Ms. Sinha,Ms. Dutta,1,1
Friday,6,12A,Chemistry,Mr. Roy,Ms. Dutta,0,0
Monday,1,11B,History,Mr. Roy,Ms. Sinha,1,1
Tuesday,8,11A,Chemistry,Mr. Roy,Ms. Sinha,0,0
Friday,3,11B,Chemistry,Ms. Banerjee,Ms. Sinha,0,1
Monday,2,10A,History,Ms. Banerjee,Ms. Dutta,1,1
Tuesday,8,11A,Biology,Ms. Banerjee,Ms. Dutta,1,0
Thursday,6,12A,English,Ms. Banerjee,Mr. Roy,1,1
Wednesday,7,12A,History,Mr. Ghosh,Ms. Dutta,0,0
Thursday,5,10B,Chemistry,Mr. Ghosh,Mr. Roy,0,0
Friday,1,10B,Physics,Mr. Ghosh,Ms. Dutta,0,0
Tuesday,8,10B,History,Ms. Dutta,Mr. Ghosh,1,1
Friday,6,11B,Biology,Ms. Sinha,Ms. Banerjee,0,1
Wednesday,1,12A,English,Mr. Das,Mr. Roy,0,0
Friday,7,10A,Math,Mr. Ghosh,Ms. Sinha,1,0
Monday,3,12B,Chemistry,Ms. Banerjee,Ms. Sinha,1,1
Wednesday,6,10B,Biology,Mr. Roy,Ms. Banerjee,0,0
Thursday,8,12B,History,Ms. Banerjee,Mr. Roy,1,0
Friday,7,11B,Biology,Mr. Roy,Ms. Banerjee,0,0
Thursday,1,11B,Biology,Mr. Ghosh,Ms. Banerjee,0,0
Tuesday,1,10A,Physics,Ms. Sinha,Ms. Banerjee,1,1
Monday,5,11A,English,Mr. Das,Ms. Dutta,1,1
Friday,6,12B,English,Ms. Banerjee,Mr. Das,1,0
Wednesday,6,11B,Chemistry,Mr. Roy,Ms. Sinha,1,1
Tuesday,2,12A,Physics,Ms. Sinha,Ms. Banerjee,0,0
Friday,7,10B,Math,Mr. Roy,Ms. Sinha,0,1
Wednesday,1,11A,Math,Mr. Das,Ms. Dutta,1,1
Wednesday,8,12B,History,Ms. Banerjee,Mr. Roy,1,1
Thursday,3,10B,Chemistry,Mr. Roy,Ms. Sinha,0,1
Wednesday,3,10A,Biology,Ms. Banerjee,Ms. Dutta,1,1
Thursday,4,10B,Math,Mr. Roy,Ms. Dutta,0,0
Wednesday,5,12A,History,Mr. Das,Mr. Ghosh,0,0
Monday,4,11A,English,Ms. Sinha,Ms. Dutta,1,1
Monday,2,11A,Biology,Mr. Ghosh,Ms. Banerjee,0,1
Wednesday,5,10B,History,Ms. Dutta,Mr. Ghosh,1,1
Thursday,1,10A,Physics,Ms. Banerjee,Mr. Ghosh,0,0
Wednesday,4,11B,Biology,Mr. Ghosh,Ms. Sinha,0,1
Friday,6,11A,Physics,Mr. Ghosh,Mr. Roy,1,0
Thursday,4,12A,Chemistry,Mr. Roy,Mr. Ghosh,0,0
Tuesday,8,11B,Biology,Mr. Roy,Mr. Das,0,0
Tuesday,4,12A,English,Mr. Roy,Ms. Sinha,1,1
Monday,6,11B,Math,Mr. Roy,Ms. Banerjee,1,1
Tuesday,1,12B,Biology,Ms. Dutta,Mr. Roy,0,1
Wednesday,8,11A,English,Mr. Das,Ms. Dutta,0,1
Monday,3,10A,English,Ms. Dutta,Mr. Roy,0,1
Thursday,8,10A,Chemistry,Mr. Roy,Ms. Sinha,0,0
Monday,7,10A,Chemistry,Mr. Das,Ms. Sinha,0,0
Thursday,3,11A,Math,Mr. Ghosh,Mr. Das,0,0
Tuesday,1,10A,History,Mr. Ghosh,Ms. Dutta,1,1
Friday,1,10B,Chemistry,Mr. Roy,Ms. Dutta,0,0
Thursday,5,11A,English,Ms. Banerjee,Ms. Dutta,1,0
Friday,3,10A,Chemistry,Ms. Dutta,Mr. Das,0,0
Thursday,7,10B,Biology,Mr. Roy,Ms. Dutta,1,1
Monday,1,11B,History,Mr. Ghosh,Ms. Banerjee,1,1
Thursday,6,10B,English,Mr. Das,Ms. Banerjee,1,1
Tuesday,7,11A,Biology,Mr. Ghosh,Mr. Roy,1,0
Wednesday,7,12A,Math,Ms. Dutta,Mr. Ghosh,1,1
Friday,1,11B,History,Ms. Banerjee,Mr. Das,0,0
Friday,7,12A,History,Ms. Banerjee,Ms. Sinha,1,1
Wednesday,3,11B,Math,Mr. Ghosh,Mr. Das,0,0
Wednesday,3,11A,History,Mr. Ghosh,Ms. Banerjee,1,0
Monday,7,11B,Biology,Ms. Banerjee,Ms. Sinha,1,1
Thursday,5,12B,Math,Ms. Sinha,Mr. Roy,1,1
Tuesday,4,12B,Biology,Ms. Dutta,Ms. Sinha,0,1
Monday,5,12B,Math,Ms. Dutta,Ms. Banerjee,1,1
Tuesday,6,12B,Chemistry,Ms. Banerjee,Mr. Roy,0,1
Thursday,7,12A,Chemistry,Ms. Dutta,Mr. Das,1,1
Tuesday,4,11B,Physics,Ms. Banerjee,Ms. Sinha,1,1
Friday,1,11B,Chemistry,Mr. Das,Mr. Ghosh,0,0
Tuesday,6,11B,History,Ms. Dutta,Ms. Banerjee,1,1
Wednesday,7,10B,Biology,Ms. Sinha,Mr. Ghosh,1,1
Monday,6,10B,Math,Mr. Das,Mr. Ghosh,0,0
Monday,3,11A,English,Mr. Ghosh,Ms. Dutta,0,0
Monday,8,10B,Math,Ms. Dutta,Mr. Das,1,1
Tuesday,6,10A,Math,Mr. Roy,Mr. Ghosh,1,1
Tuesday,8,12A,Physics,Mr. Roy,Ms. Dutta,1,0
Monday,6,11A,English,Ms. Dutta,Ms. Banerjee,0,1
Monday,6,10A,Physics,Mr. Roy,Ms. Dutta,0,0
Tuesday,6,11B,Math,Mr. Das,Ms. Banerjee,1,1
Tuesday,6,11A,Physics,Mr. Roy,Mr. Das,1,1
Thursday,8,10B,Math,Mr. Roy,Mr. Ghosh,1,1
Friday,7,10B,Math,Mr. Roy,Ms. Banerjee,1,1
Friday,8,10A,Chemistry,Ms. Banerjee,Ms. Sinha,0,1
Thursday,1,11A,Chemistry,Ms. Dutta,Mr. Roy,0,0
Wednesday,3,10A,History,Ms. Sinha,Mr. Das,1,1
Friday,1,10A,Physics,Mr. Roy,Ms. Dutta,0,0
Tuesday,3,12A,Biology,Mr. Ghosh,Ms. Banerjee,0,1
Friday,1,12A,Physics,Mr. Roy,Ms. Banerjee,0,0
Monday,3,12B,Chemistry,Ms. Dutta,Ms. Sinha,1,1
Friday,2,12B,English,Ms. Banerjee,Mr. Roy,1,1
Monday,5,12B,Physics,Ms. Sinha,Ms. Banerjee,0,0
Wednesday,3,10A,Math,Mr. Das,Mr. Ghosh,1,1
Wednesday,4,10A,Physics,Ms. Dutta,Mr. Roy,1,1
Monday,5,11B,English,Ms. Sinha,Ms. Banerjee,1,1
Wednesday,5,10A,Biology,Ms. Sinha,Mr. Das,0,0
Friday,6,10B,Math,Ms. Banerjee,Ms. Sinha,1,1
Tuesday,7,12B,Biology,Mr. Das,Ms. Sinha,1,0
Tuesday,7,11B,History,Ms. Banerjee,Mr. Das,0,0
Wednesday,6,10A,Math,Mr. Das,Ms. Dutta,1,1
Monday,4,11A,Math,Mr. Roy,Mr. Das,1,1
Monday,7,10B,English,Mr. Das,Ms. Banerjee,1,0
Friday,8,11B,English,Ms. Dutta,Ms. Banerjee,0,1
Friday,7,11A,Physics,Mr. Ghosh,Ms. Banerjee,0,0
Tuesday,4,10A,Math,Ms. Sinha,Mr. Roy,0,0
Friday,5,11B,Physics,Ms. Sinha,Mr. Roy,0,0
Thursday,8,10B,Chemistry,Ms. Banerjee,Mr. Roy,0,0
Wednesday,2,11B,English,Ms. Dutta,Ms. Banerjee,1,1
Tuesday,7,11A,Chemistry,Ms. Banerjee,Mr. Ghosh,1,1
Friday,7,11A,History,Mr. Ghosh,Ms. Sinha,0,0
Thursday,3,11A,History,Mr. Das,Mr. Roy,0,0
Friday,8,12B,English,Mr. Ghosh,Ms. Dutta,0,0
Wednesday,4,12B,English,Mr. Das,Mr. Ghosh,0,1
Wednesday,5,12B,History,Ms. Sinha,Mr. Das,0,0
Thursday,8,12A,Biology,Mr. Roy,Ms. Sinha,0,1
Tuesday,1,11A,History,Mr. Roy,Ms. Dutta,1,0
Tuesday,1,11B,Biology,Ms. Sinha,Ms. Dutta,0,1
Friday,6,11B,History,Ms. Sinha,Mr. Roy,1,0
Wednesday,3,12A,Chemistry,Ms. Dutta,Ms. Banerjee,0,0
Wednesday,7,12B,History,Mr. Roy,Mr. Das,0,0
Tuesday,4,12A,English,Ms. Banerjee,Mr. Roy,0,0
Monday,2,10B,Math,Mr. Roy,Ms. Dutta,1,1
Wednesday,8,12B,History,Mr. Ghosh,Mr. Das,1,1
Wednesday,3,12A,Physics,Mr. Das,Mr. Roy,0,1
Friday,5,12A,Chemistry,Ms. Banerjee,Ms. Dutta,0,0
Tuesday,5,11A,Chemistry,Ms. Sinha,Ms. Dutta,1,1
Monday,2,12A,Math,Mr. Das,Ms. Dutta,1,1
Friday,5,11B,History,Mr. Ghosh,Ms. Banerjee,0,1
Wednesday,8,10B,History,Ms. Dutta,Ms. Sinha,1,1
Tuesday,5,10B,History,Ms. Dutta,Mr. Das,1,1
Wednesday,7,11B,English,Ms. Sinha,Mr. Das,0,1
Wednesday,5,12B,Math,Ms. Banerjee,Mr. Ghosh,0,0
Thursday,4,12A,English,Mr. Das,Mr. Roy,1,1
Thursday,6,12B,Biology,Mr. Das,Ms. Dutta,0,0
Wednesday,1,12B,Physics,Mr. Das,Mr. Roy,0,1
Friday,2,10B,Biology,Ms. Sinha,Mr. Das,1,1
Wednesday,8,10B,English,Mr. Ghosh,Ms. Sinha,0,0
Thursday,7,11A,Chemistry,Mr. Roy,Ms. Sinha,0,0
Thursday,7,12A,English,Ms. Sinha,Mr. Das,0,1
Tuesday,6,10A,Chemistry,Ms. Banerjee,Ms. Dutta,1,1
Thursday,6,12A,Physics,Ms. Banerjee,Mr. Das,0,0
Tuesday,3,11B,History,Ms. Dutta,Mr. Das,1,1
Wednesday,7,10B,Math,Mr. Roy,Mr. Ghosh,1,1
Wednesday,6,12A,History,Ms. Banerjee,Mr. Roy,1,1
Thursday,6,12A,Physics,Ms. Banerjee,Mr. Ghosh,1,1
Tuesday,4,10B,History,Mr. Das,Ms. Sinha,0,0
Wednesday,4,11B,Math,Mr. Das,Mr. Roy,1,1
