Day,Period,Class,Subject,Absent_Faculty,Substitute_Faculty,Was_Free_That_Period,Substitution_Success
Wednesday,3,CSE-DS,Software Engineering,Dr. Abhay Kapoor,None,0,0
Thursday,3,CSE-IOT,Communication Skills,Dr. Vikas Sharma,Dr. Shruti Sinha,1,1
Thursday,5,CSE-CS,Compiler Design,Dr. Harsh Joshi,Dr. Sanjay Kapoor,1,1
Friday,7,CSE-E,CN Lab,Dr. Mehul Tiwari,Dr. Anjali Tiwari,1,1
Monday,3,CSE-IOT,Compiler Design,Dr. Sanjay Kapoor,None,0,0
Friday,1,CSE-F,Blockchain,Dr. Mohit Mehta,Dr. Kritika Iyer,1,1
Thursday,2,CSE-E,Compiler Design,Dr. Sanjay Kapoor,None,0,0
Monday,8,CSE-IOT,NLP,Dr. Rina Joshi,Dr. Tanya Iyer,1,1
Thursday,1,CSE-DS,Java Programming,Dr. Sameer Sinha,Dr. Rajat Verma,1,1
Friday,3,CSE-F,Machine Learning,Dr. Amit Sinha,Dr. Komal Batra,1,1
Thursday,6,CSE-CS,Software Engineering,Dr. Abhay Kapoor,None,0,0
Tuesday,4,CSE-IOT,Java Programming,Dr. Rajat Verma,None,0,0
Monday,6,CSE-IOT,CN Lab,Dr. Mehul Tiwari,Dr. Anjali Tiwari,1,1
Monday,7,CSE-IOT,NLP,Dr. Tanya Iyer,None,0,0
Tuesday,8,CSE-D,Communication Skills,Dr. Anjali Kapoor,None,0,0
Monday,3,CSE-DS,CN Lab,Dr. Anjali Tiwari,Dr. Mehul Tiwari,1,1
Wednesday,1,CSE-CS,Data Structures,Dr. Jyoti Mehta,None,0,0
Thursday,8,CSE-AIML,OOPs,Dr. Alok Iyer,None,0,0
Friday,8,CSE-IOT,DBMS,Dr. Deepak Kapoor,Dr. Uday Iyer,1,1
Friday,8,CSE-AIML,Operating Systems,Dr. Sneha Sharma,Dr. Sameer Kapoor,1,1
Friday,5,CSE-D,Cloud Computing,Dr. Rohit Joshi,Dr. Mohit Tiwari,1,1
Monday,4,CSE-DS,Cybersecurity,Dr. Rina Sharma,Dr. Pooja Mehta,1,1
Tuesday,5,CSE-F,Data Structures,Dr. Sameer Batra,None,0,0
Friday,1,CSE-F,AR/VR,Dr. Garima Verma,None,0,0
Monday,5,CSE-F,Python Programming,Dr. Garima Rao,Dr. Yash Batra,1,1
Monday,8,CSE-B,Ethics in AI,Dr. Vikas Verma,None,0,0
Wednesday,4,CSE-CS,DBMS Lab,Dr. Rajat Batra,Dr. Tanvi Verma,1,1
Tuesday,1,CSE-DS,Web Development,Dr. Rohit Mehta,None,0,0
Wednesday,7,CSE-CS,Communication Skills,Dr. Anjali Kapoor,None,0,0
Monday,7,CSE-A,Java Programming,Dr. Rajat Verma,Dr. Sameer Sinha,1,1
Wednesday,4,CSE-IOT,Computer Networks,Dr. Mehul Mehta,Dr. Divya Joshi,1,1
Thursday,6,CSE-E,Blockchain,Dr. Kritika Iyer,None,0,0
Tuesday,6,CSE-B,Digital Logic,Dr. Ruchi Mehta,None,0,0
Friday,8,CSE-A,Computer Graphics,Dr. Mehul Verma,None,0,0
Tuesday,5,CSE-IOT,Machine Learning,Dr. Komal Batra,Dr. Amit Sinha,1,1
Tuesday,5,CSE-E,Cybersecurity,Dr. Pooja Mehta,None,0,0
Wednesday,3,CSE-C,OS Lab,Dr. Payal Kapoor,Dr. Tina Mehta,1,1
Wednesday,4,CSE-DS,Computer Networks,Dr. Divya Joshi,Dr. Mehul Mehta,1,1
Tuesday,7,CSE-CS,Ethics in AI,Dr. Ayesha Tiwari,None,0,0
Wednesday,6,CSE-IOT,Computer Networks,Dr. Mehul Mehta,None,0,0
Wednesday,4,CSE-B,DBMS,Dr. Deepak Kapoor,None,0,0
Tuesday,6,CSE-IOT,Java Programming,Dr. Sameer Sinha,None,0,0
Wednesday,2,CSE-CS,DBMS,Dr. Uday Iyer,None,0,0
Monday,2,CSE-IOT,OS Lab,Dr. Payal Kapoor,None,0,0
Tuesday,2,CSE-CS,AI,Dr. Ayesha Sinha,Dr. Isha Iyer,1,1
Thursday,5,CSE-E,CN Lab,Dr. Mehul Tiwari,Dr. Anjali Tiwari,1,1
Monday,5,CSE-C,Data Structures,Dr. Sameer Batra,None,0,0
Monday,1,CSE-E,Communication Skills,Dr. Shruti Sinha,Dr. Vikas Sharma,1,1
Wednesday,8,CSE-C,Web Development,Dr. Isha Verma,None,0,0
Wednesday,6,CSE-B,Communication Skills,Dr. Anjali Kapoor,Dr. Vikas Sharma,1,1
Tuesday,2,CSE-F,AR/VR,Dr. Mehul Joshi,None,0,0
Wednesday,7,CSE-B,Compiler Design,Dr. Sanjay Kapoor,Dr. Harsh Joshi,1,1
Monday,5,CSE-A,Compiler Design,Dr. Yash Iyer,None,0,0
Tuesday,4,CSE-A,Cloud Computing,Dr. Rohit Joshi,None,0,0
Friday,7,CSE-B,Ethics in AI,Dr. Ayesha Tiwari,None,0,0
Thursday,2,CSE-CS,Communication Skills,Dr. Anjali Kapoor,None,0,0
Thursday,1,CSE-IOT,Machine Learning,Dr. Amit Sinha,Dr. Komal Batra,1,1
Tuesday,7,CSE-IOT,DBMS,Dr. Deepak Kapoor,None,0,0
Thursday,4,CSE-C,Blockchain,Dr. Kritika Iyer,None,0,0
Monday,7,CSE-DS,Data Structures,Dr. Simran Rao,Dr. Sameer Batra,1,1
Wednesday,1,CSE-A,Machine Learning,Dr. Amit Sinha,Dr. Komal Batra,1,1
Wednesday,7,CSE-C,Ethics in AI,Dr. Vikas Verma,None,0,0
Tuesday,3,CSE-DS,AR/VR,Dr. Garima Verma,None,0,0
Thursday,5,CSE-D,AI,Dr. Isha Iyer,None,0,0
Thursday,8,CSE-B,Computer Networks,Dr. Mehul Mehta,None,0,0
Friday,4,CSE-D,Web Development,Dr. Isha Verma,None,0,0
Tuesday,6,CSE-C,Blockchain,Dr. Mohit Mehta,Dr. Kritika Iyer,1,1
Thursday,7,CSE-DS,Machine Learning,Dr. Komal Batra,Dr. Amit Sinha,1,1
Friday,3,CSE-F,Digital Logic,Dr. Mehul Sinha,None,0,0
Friday,7,CSE-F,Web Development,Dr. Isha Verma,None,0,0
Monday,8,CSE-AIML,Computer Networks,Dr. Divya Joshi,None,0,0
Monday,4,CSE-CS,Computer Graphics,Dr. Divya Iyer,Dr. Mehul Verma,1,1
Monday,1,CSE-A,Cloud Computing,Dr. Mohit Tiwari,None,0,0
Wednesday,6,CSE-E,OS Lab,Dr. Payal Kapoor,Dr. Tina Mehta,1,1
Wednesday,7,CSE-B,Python Programming,Dr. Garima Rao,Dr. Yash Batra,1,1
Monday,7,CSE-DS,Machine Learning,Dr. Komal Batra,Dr. Amit Sinha,1,1
Tuesday,8,CSE-AIML,AI,Dr. Isha Iyer,None,0,0
Thursday,7,CSE-E,Machine Learning,Dr. Komal Batra,None,0,0
Wednesday,7,CSE-A,NLP,Dr. Rina Joshi,Dr. Tanya Iyer,1,1
Tuesday,3,CSE-AIML,Cybersecurity,Dr. Pooja Mehta,None,0,0
Wednesday,3,CSE-CS,Ethics in AI,Dr. Vikas Verma,Dr. Ayesha Tiwari,1,1
Tuesday,1,CSE-E,AR/VR,Dr. Mehul Joshi,Dr. Garima Sharma,1,1
Tuesday,6,CSE-C,Operating Systems,Dr. Sameer Kapoor,None,0,0
Monday,3,CSE-F,Computer Networks,Dr. Divya Joshi,None,0,0
Wednesday,3,CSE-DS,Compiler Design,Dr. Yash Iyer,Dr. Sanjay Kapoor,1,1
Wednesday,3,CSE-AIML,Operating Systems,Dr. Sneha Sharma,None,0,0
Friday,1,CSE-CS,Blockchain,Dr. Mohit Mehta,Dr. Kritika Iyer,1,1
Thursday,8,CSE-E,AR/VR,Dr. Garima Sharma,None,0,0
Thursday,4,CSE-F,OS Lab,Dr. Payal Kapoor,Dr. Tina Mehta,1,1
Thursday,7,CSE-A,Digital Logic,Dr. Ruchi Mehta,None,0,0
Wednesday,5,CSE-E,Operating Systems,Dr. Varun Kapoor,None,0,0
Wednesday,5,CSE-B,Computer Networks,Dr. Mehul Mehta,Dr. Divya Joshi,1,1
Friday,5,CSE-C,OOPs,Dr. Pallavi Sharma,None,0,0
Friday,7,CSE-D,Compiler Design,Dr. Yash Iyer,Dr. Harsh Joshi,1,1
Wednesday,6,CSE-B,AR/VR,Dr. Garima Verma,None,0,0
Friday,8,CSE-CS,Blockchain,Dr. Mohit Mehta,Dr. Kritika Iyer,1,1
Thursday,7,CSE-C,DBMS,Dr. Deepak Kapoor,Dr. Uday Iyer,1,1
Friday,2,CSE-D,DBMS,Dr. Uday Iyer,None,0,0
Monday,8,CSE-AIML,Compiler Design,Dr. Sanjay Kapoor,Dr. Harsh Joshi,1,1
Friday,8,CSE-B,Machine Learning,Dr. Amit Sinha,None,0,0
Monday,6,CSE-AIML,OS Lab,Dr. Tina Mehta,Dr. Payal Kapoor,1,1
Monday,3,CSE-C,Software Engineering,Dr. Abhay Kapoor,None,0,0
Friday,8,CSE-DS,AR/VR,Dr. Garima Verma,None,0,0
Wednesday,4,CSE-E,Software Engineering,Dr. Abhay Iyer,None,0,0
Wednesday,8,CSE-IOT,Software Engineering,Dr. Abhay Kapoor,Dr. Abhay Iyer,1,1
Friday,1,CSE-CS,Data Structures,Dr. Simran Rao,None,0,0
Tuesday,3,CSE-IOT,Web Development,Dr. Rohit Mehta,Dr. Isha Verma,1,1
Friday,6,CSE-DS,Ethics in AI,Dr. Ayesha Tiwari,Dr. Vikas Verma,1,1
Wednesday,1,CSE-DS,CN Lab,Dr. Mehul Tiwari,None,0,0
Friday,7,CSE-DS,Machine Learning,Dr. Amit Sinha,None,0,0
Friday,4,CSE-AIML,Cybersecurity,Dr. Priya Iyer,Dr. Pooja Mehta,1,1
Monday,7,CSE-E,Web Development,Dr. Isha Verma,None,0,0
Monday,6,CSE-B,Blockchain,Dr. Mohit Mehta,Dr. Kritika Iyer,1,1
Wednesday,1,CSE-C,Computer Networks,Dr. Mehul Mehta,None,0,0
Wednesday,1,CSE-A,NLP,Dr. Tanya Iyer,Dr. Rina Joshi,1,1
Tuesday,3,CSE-IOT,Computer Graphics,Dr. Mehul Verma,None,0,0
Wednesday,8,CSE-DS,Project Lab,Dr. Mohit Joshi,None,0,0
Wednesday,1,CSE-C,Blockchain,Dr. Kritika Iyer,Dr. Mohit Mehta,1,1
Friday,3,CSE-B,Digital Logic,Dr. Mehul Sinha,None,0,0
Thursday,2,CSE-D,AI,Dr. Isha Iyer,None,0,0
Friday,5,CSE-E,Communication Skills,Dr. Vikas Sharma,None,0,0
Friday,3,CSE-B,AI,Dr. Ayesha Sinha,Dr. Isha Iyer,1,1
Thursday,1,CSE-DS,NLP,Dr. Rina Joshi,Dr. Tanya Iyer,1,1
Friday,8,CSE-AIML,Operating Systems,Dr. Sameer Kapoor,Dr. Sneha Sharma,1,1
Friday,4,CSE-D,Software Engineering,Dr. Abhay Kapoor,None,0,0
Monday,1,CSE-C,Computer Graphics,Dr. Divya Iyer,None,0,0
Tuesday,6,CSE-E,OS Lab,Dr. Payal Kapoor,Dr. Tina Mehta,1,1
Thursday,1,CSE-DS,Data Structures,Dr. Simran Rao,None,0,0
Thursday,3,CSE-F,Java Programming,Dr. Rajat Verma,Dr. Sameer Sinha,1,1
Tuesday,7,CSE-CS,Operating Systems,Dr. Sneha Sharma,None,0,0
Friday,7,CSE-C,DBMS Lab,Dr. Rajat Batra,None,0,0
Thursday,3,CSE-DS,AR/VR,Dr. Mehul Joshi,None,0,0
Monday,3,CSE-IOT,OS Lab,Dr. Payal Kapoor,None,0,0
Tuesday,2,CSE-C,CN Lab,Dr. Anjali Tiwari,None,0,0
Wednesday,5,CSE-B,OOPs,Dr. Pallavi Sharma,Dr. Alok Iyer,1,1
Friday,1,CSE-IOT,Compiler Design,Dr. Yash Iyer,None,0,0
Friday,6,CSE-IOT,AR/VR,Dr. Garima Sharma,Dr. Garima Verma,1,1
Friday,1,CSE-A,AR/VR,Dr. Mehul Joshi,None,0,0
Wednesday,1,CSE-A,Cybersecurity,Dr. Priya Iyer,None,0,0
Tuesday,2,CSE-E,Machine Learning,Dr. Komal Batra,None,0,0
Thursday,1,CSE-AIML,AI,Dr. Ayesha Sinha,None,0,0
Wednesday,2,CSE-C,Web Development,Dr. Rohit Mehta,Dr. Isha Verma,1,1
Wednesday,6,CSE-C,Machine Learning,Dr. Komal Batra,Dr. Amit Sinha,1,1
Wednesday,8,CSE-F,Cybersecurity,Dr. Priya Iyer,Dr. Rina Sharma,1,1
Friday,7,CSE-F,Operating Systems,Dr. Sameer Kapoor,Dr. Sneha Sharma,1,1
Tuesday,6,CSE-D,CN Lab,Dr. Anjali Tiwari,Dr. Mehul Tiwari,1,1
Wednesday,5,CSE-D,Web Development,Dr. Isha Verma,None,0,0
Tuesday,4,CSE-C,AI,Dr. Ayesha Sinha,Dr. Isha Iyer,1,1
Friday,8,CSE-AIML,DBMS,Dr. Uday Iyer,Dr. Deepak Kapoor,1,1
Wednesday,1,CSE-A,Web Development,Dr. Rohit Mehta,Dr. Isha Verma,1,1
Tuesday,8,CSE-IOT,Data Structures,Dr. Jyoti Mehta,None,0,0
Friday,5,CSE-F,Data Structures,Dr. Sameer Batra,None,0,0
Thursday,3,CSE-IOT,DBMS Lab,Dr. Rajat Batra,None,0,0
Wednesday,6,CSE-IOT,Compiler Design,Dr. Sanjay Kapoor,None,0,0
Monday,3,CSE-DS,Compiler Design,Dr. Harsh Joshi,Dr. Yash Iyer,1,1
Wednesday,3,CSE-DS,Compiler Design,Dr. Harsh Joshi,Dr. Yash Iyer,1,1
Monday,6,CSE-CS,Compiler Design,Dr. Harsh Joshi,Dr. Yash Iyer,1,1
Thursday,4,CSE-D,Ethics in AI,Dr. Ayesha Tiwari,Dr. Preeti Batra,1,1
Friday,4,CSE-E,OS Lab,Dr. Payal Kapoor,Dr. Tina Mehta,1,1
Tuesday,4,CSE-D,Cloud Computing,Dr. Mohit Tiwari,None,0,0
Tuesday,1,CSE-A,Java Programming,Dr. Rajat Verma,Dr. Sameer Sinha,1,1
Tuesday,5,CSE-E,Cybersecurity,Dr. Rina Sharma,None,0,0
Friday,3,CSE-E,OOPs,Dr. Pallavi Sharma,Dr. Alok Iyer,1,1
Wednesday,4,CSE-C,Cloud Computing,Dr. Mohit Tiwari,Dr. Rohit Joshi,1,1
Friday,4,CSE-E,AR/VR,Dr. Garima Verma,Dr. Garima Sharma,1,1
Tuesday,6,CSE-F,Java Programming,Dr. Rajat Verma,None,0,0
Tuesday,5,CSE-A,Computer Graphics,Dr. Preeti Sinha,Dr. Mehul Verma,1,1
Friday,7,CSE-C,Computer Graphics,Dr. Preeti Sinha,None,0,0
Wednesday,2,CSE-IOT,Digital Logic,Dr. Ruchi Mehta,Dr. Rohit Kapoor,1,1
Monday,5,CSE-B,Cloud Computing,Dr. Rohit Joshi,None,0,0
Monday,2,CSE-DS,Python Programming,Dr. Yash Batra,Dr. Garima Rao,1,1
Wednesday,1,CSE-DS,Cybersecurity,Dr. Rina Sharma,Dr. Priya Iyer,1,1
Wednesday,5,CSE-F,AI,Dr. Ayesha Sinha,None,0,0
Friday,7,CSE-IOT,Operating Systems,Dr. Sameer Kapoor,None,0,0
Friday,4,CSE-CS,Data Structures,Dr. Jyoti Mehta,None,0,0
Thursday,2,CSE-C,AI,Dr. Ayesha Sinha,Dr. Isha Iyer,1,1
Friday,3,CSE-C,Web Development,Dr. Rohit Mehta,Dr. Isha Verma,1,1
Wednesday,3,CSE-AIML,Cloud Computing,Dr. Mohit Tiwari,Dr. Rohit Joshi,1,1
Tuesday,8,CSE-E,OOPs,Dr. Pallavi Sharma,None,0,0
Tuesday,6,CSE-B,AR/VR,Dr. Mehul Joshi,None,0,0
Tuesday,1,CSE-IOT,Cybersecurity,Dr. Priya Iyer,None,0,0
Wednesday,2,CSE-C,NLP,Dr. Rina Joshi,Dr. Tanya Iyer,1,1
Monday,2,CSE-B,OS Lab,Dr. Tina Mehta,None,0,0
Thursday,3,CSE-E,DBMS Lab,Dr. Tanvi Verma,Dr. Rajat Batra,1,1
Friday,3,CSE-D,AI,Dr. Ayesha Sinha,Dr. Isha Iyer,1,1
Tuesday,7,CSE-AIML,Project Lab,Dr. Kunal Batra,None,0,0
Friday,6,CSE-IOT,Web Development,Dr. Isha Verma,Dr. Rohit Mehta,1,1
Tuesday,2,CSE-DS,NLP,Dr. Rina Joshi,Dr. Tanya Iyer,1,1
Thursday,1,CSE-CS,Ethics in AI,Dr. Ayesha Tiwari,Dr. Vikas Verma,1,1
Monday,6,CSE-B,Digital Logic,Dr. Rohit Kapoor,Dr. Mehul Sinha,1,1
Wednesday,6,CSE-CS,AI,Dr. Ayesha Sinha,None,0,0
Monday,2,CSE-DS,AI,Dr. Isha Iyer,None,0,0
Friday,3,CSE-IOT,NLP,Dr. Rina Joshi,None,0,0
Thursday,6,CSE-D,Machine Learning,Dr. Amit Sinha,Dr. Komal Batra,1,1
Friday,6,CSE-DS,Ethics in AI,Dr. Preeti Batra,None,0,0
Wednesday,2,CSE-D,Communication Skills,Dr. Shruti Sinha,Dr. Anjali Kapoor,1,1
Thursday,3,CSE-F,Computer Graphics,Dr. Preeti Sinha,None,0,0
Monday,7,CSE-DS,Software Engineering,Dr. Abhay Kapoor,Dr. Abhay Iyer,1,1
Thursday,4,CSE-A,Machine Learning,Dr. Komal Batra,Dr. Amit Sinha,1,1
Tuesday,4,CSE-B,Web Development,Dr. Isha Verma,None,0,0
Friday,4,CSE-E,Operating Systems,Dr. Sameer Kapoor,Dr. Sneha Sharma,1,1
Wednesday,2,CSE-C,Operating Systems,Dr. Sneha Sharma,None,0,0
Friday,8,CSE-CS,Cloud Computing,Dr. Rohit Joshi,None,0,0
Tuesday,7,CSE-E,Digital Logic,Dr. Mehul Sinha,None,0,0
Tuesday,4,CSE-AIML,DBMS,Dr. Deepak Kapoor,None,0,0
Monday,8,CSE-IOT,Software Engineering,Dr. Abhay Kapoor,None,0,0
Thursday,1,CSE-E,DBMS Lab,Dr. Rajat Batra,Dr. Tanvi Verma,1,1
Friday,1,CSE-E,Computer Graphics,Dr. Preeti Sinha,Dr. Mehul Verma,1,1
Wednesday,7,CSE-A,OOPs,Dr. Alok Iyer,None,0,0
Friday,8,CSE-E,Communication Skills,Dr. Shruti Sinha,Dr. Anjali Kapoor,1,1
Tuesday,1,CSE-B,Computer Networks,Dr. Divya Joshi,None,0,0
Monday,3,CSE-B,Data Structures,Dr. Simran Rao,Dr. Sameer Batra,1,1
Thursday,2,CSE-B,Cloud Computing,Dr. Rohit Joshi,Dr. Mohit Tiwari,1,1
Thursday,5,CSE-B,Web Development,Dr. Rohit Mehta,Dr. Isha Verma,1,1
Tuesday,2,CSE-IOT,Communication Skills,Dr. Vikas Sharma,None,0,0
Monday,2,CSE-F,AR/VR,Dr. Mehul Joshi,Dr. Garima Sharma,1,1
Wednesday,7,CSE-F,Blockchain,Dr. Mohit Mehta,Dr. Kritika Iyer,1,1
Tuesday,8,CSE-AIML,Communication Skills,Dr. Vikas Sharma,Dr. Anjali Kapoor,1,1
Friday,6,CSE-A,Computer Graphics,Dr. Divya Iyer,Dr. Preeti Sinha,1,1
Friday,6,CSE-DS,Ethics in AI,Dr. Ayesha Tiwari,None,0,0
Thursday,2,CSE-A,Cloud Computing,Dr. Rohit Joshi,Dr. Mohit Tiwari,1,1
Friday,5,CSE-DS,Blockchain,Dr. Kritika Iyer,Dr. Mohit Mehta,1,1
Thursday,6,CSE-IOT,AR/VR,Dr. Garima Sharma,Dr. Garima Verma,1,1
Tuesday,7,CSE-D,AI,Dr. Ayesha Sinha,Dr. Isha Iyer,1,1
Wednesday,1,CSE-C,DBMS,Dr. Deepak Kapoor,Dr. Uday Iyer,1,1
Thursday,1,CSE-DS,AI,Dr. Ayesha Sinha,None,0,0
Wednesday,4,CSE-D,NLP,Dr. Tanya Iyer,None,0,0
Thursday,5,CSE-DS,Data Structures,Dr. Simran Rao,Dr. Sameer Batra,1,1
Thursday,4,CSE-C,Compiler Design,Dr. Sanjay Kapoor,Dr. Harsh Joshi,1,1
Thursday,1,CSE-CS,Web Development,Dr. Isha Verma,None,0,0
Friday,2,CSE-B,Machine Learning,Dr. Amit Sinha,None,0,0
Tuesday,3,CSE-F,Digital Logic,Dr. Ruchi Mehta,Dr. Mehul Sinha,1,1
Monday,4,CSE-B,Ethics in AI,Dr. Preeti Batra,None,0,0
